"DistrictName","EstablishmentCode","EstablishmentName","BRCName","CRCName","SchoolLevel","ManagementName","LocalityHabitation","SubdivisionName","ConstituencyName","RevenueBlockName","CivicBodyName","WardName","PostOfficeName","PhoneNo","FaxNo","EmailID","Website","LocatedInRuralOrUrban","DiseCode","EstablishedDate","DistrictHQDistance (in Km)","CRCDistance (in Km)","BACDistance (in Km)","IsRecognized","RecognizedBy","ContactPersonName","LowestClass","HighestClass","BoardName"
"West","S0260","CHUMBONG GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","CHUMBONG","Soreng","Soreng-chakung","Chumbung","Chumbung","Chumbong","Chumbong","9434357725","NA","NA","NA","Urban Area","200801","17533","75","0","12","Recognized","C.B.S.E/Government of sikkim","NA","Class 1","Class 10","C.B.S.E."
"West","S1099","DEWDROPS ACADEMY","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","RAIGAON CHAKUNG, WEST SIKKIM","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chakung","Durpiney","Chakung","9609860443","NA","NA","NA","Urban Area","NA","39129.64236111111","100","8","8","Recognized","HRDD, GANGTOK, GOVERNMENT OF SIKKIM","NA","Class 1","Class 5","NA"
"West","S0517","GELLING GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","GELLING","Soreng","Salghari-zoom","Soreng","Samsing Gelling","Upper Gelling","Chakung","NA","NA","NA","NA","Urban Area","NA","18264.4875","40","0","8","Recognized","NA","NA","Class 1","Class 10","C.B.S.E."
"West","S0368","GHUMAUNEY GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","GHUMAUNEY","Soreng","Salghari-zoom","Mabong","Mabong Segeng","Upper Mabong","Pipalay","NA","NA","NA","NA","Urban Area","211301","35157","55","5","45","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"West","S0315","HOORGAON GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","HOORGAON","Soreng","Rinchenpong","Soreng","Khaniserbong Suntaley","Hurgaon","Arubotey","NA","NA","NA","NA","Urban Area","11020207201","28856","60","10","50","Recognized","H.R.D.D Department","NA","Class 1","Class 5","C.B.S.E."
"West","S0258","KAMLING GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","SULDUNG/KAMLING","Soreng","Rinchenpong","Suldung","Suldung Kamling","Suldung","Suldung","8348165976","NA","govtsskamling@yahoo.in","NA","Urban Area","201401","11689","33","0","50","Recognized","state government","NA","Class 1","Class 10","C.B.S.E."
"West","S0807","KHANISERBONG GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","KHANISERBONG","Soreng","Rinchenpong","Soreng","Khaniserbong Suntaley","Kewrani","Arubotey","9749601405","NA","khanisirbongss@gmail.com","khanisirbong.spaces.line.com","Urban Area","201301","23743.69861111111","70","0","19","Not Recognized","NA","NA","Class 1","Class 10","C.B.S.E."
"West","S0525","KHUTTIDARA GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","ZOOM","Soreng","Salghari-zoom","Zoom And Naya Bazar Forest Block And Naya Bazar Nta","Zoom","Upper Zoom","Zoom","9734896230","NA","NA","NA","Urban Area","205601","30035","50","3","15","Recognized","State Government","NA","Class 1","Class 5","NA"
"West","S0295","KOLBONG GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","UPPER TINZERBONG KOLBONG","Soreng","Rinchenpong","Tinzerbong","Suldung Kamling","Tinzerbong","Suldung","9434356828/7872890666","NA","NA","NA","Urban Area","NA","33604","33","3","30","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"West","S1093","LITTLE ANGEL ACADEMY , PIPALAY","Soreng Brc","Chumbong Government Secondary School","LPS","Private (Unaided)","PIPALAY BUSTY SAMSING BLOCK","Soreng","Salghari-zoom","Chakung And Soreng Forest Block","Samsing Gelling","Pipaley","Naya Bazaar","9800154359","NA","NA","NA","Urban Area","214201","39129.64236111111","35","20","0","Recognized","AUTHORISED BY HRDD MEMO NO 267 BAC/ SRG ONLY","NA","Class 1","Class 3","C.B.S.E."
"West","S0349","LOWER SULDUNG GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","LOWER SULDUNG","Soreng","Rinchenpong","Suldung","Suldung Kamling","Suldung","Reshi","9609868016","NA","NA","NA","Urban Area","NA","37987","40","3","40","Recognized","H.R.D.D","NA","Class 1","Class 5","C.B.S.E."
"West","S0291","MABONG GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Chumbong Government Secondary School","JHS","State Govt.","MABONG","Soreng","Salghari-zoom","Soreng","Mabong Segeng","Lower Mabong","Takuthang","9609861645","NA","NA","NA","Urban Area","NA","18264","40","37","55","Recognized","STATE GOVERNMENT","NA","Class 1","Class 8","C.B.S.E."
"West","S0353","MENDOGOAN GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Chumbong Government Secondary School","JHS","State Govt.","MENDOGAON","Soreng","Soreng-chakung","Mendo - Gaon","Mandogaon Berbotey","Mendogaon","Chakhung","NA","NA","NA","NA","Urban Area","NA","21186","48","6","8","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"West","S1089","MODEL ENGLISH SCHOOL , RESHI","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","RESHI","Soreng","Rinchenpong","Tinzerbong","Suldung Kamling","Reshi Tinzerbong","Reshi","9609868195","NA","NA","NA","Urban Area","NA","35796.62916666667","27","1","36","Recognized","HRDD","NA","Class 1","Class 5","NA"
"West","S1102","MOUNT OLIVES SCHOOL, CHAKUNG","Soreng Brc","Chumbong Government Secondary School","JHS","Private (Unaided)","CHAKUNG WEST SIKKIM","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chakung","Durpiney","Chakung","9647881178","NA","NA","NA","Urban Area","NA","36937.62916666667","50","0","10","Recognized","HRDD ,SIKKIM","NA","Class 1","Class 8","NA"
"West","S1223","MOUNT SINAI ACADEMY JHS, ZOOM","Soreng Brc","Chumbong Government Secondary School","SS","Local Body","ZOOM","Soreng","Salghari-zoom","Zoom And Naya Bazar Forest Block And Naya Bazar Nta","Zoom","Namrek Sirubari","Zoom","9733195770","NA","NA","NA","Urban Area","NA","36934.73611111111","0","0","0","Recognized","HRDD, SIKKIM","NA","Class 1","Class 10","NA"
"West","S0318","NAYABAZAR GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Chumbong Government Secondary School","JHS","State Govt.","NAYABAZAR, WEST SIKKIM","Soreng","Salghari-zoom","Soreng","Zoom","Upper Zoom","Naya Bazaar","7872881070","NA","pegarajani@yahoo.in","NA","Urban Area","NA","14977","36","0","19","Recognized","C,B.S.E","NA","Class 1","Class 8","C.B.S.E."
"West","S0361","OKHERBOTAY GOVERNMENT PRIMARY SCHOOL (W)","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","OKHERBOTAY","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chakung","Chakung Aaley","Chakhung","NA","NA","NA","NA","Urban Area","209301","29952","50","1","8","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"West","S0279","PIPALAY GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","PIPALAY","Soreng","Salghari-zoom","Samsing","Samsing Gelling","Samsing","Naya Bazaar","7797880098","NA","pipalayss@gmail.com","NA","Urban Area","203001","27699","50","0","30","Recognized","C.B.S.E","NA","Class 1","Class 10","C.B.S.E."
"West","S1216","RAMAM HIDDEN VALLEY ACADEMY, BUDANG","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","BUDANG","Soreng","Soreng-chakung","Soreng","Chumbung","Chumbong","Budang","9641761943","NA","NA","NA","Urban Area","200802","39083.43958333333","51","14","14","Not Recognized","NA","NA","Class 1","Class 5","NA"
"West","S0256","RESHI GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","RESHI BAZAR","Soreng","Rinchenpong","Tinzerbong","Suldung Kamling","Tinzerbong","Reshi","9733235826","NA","gssr1946@gmail.com","NA","Urban Area","NA","16803","27","0","36","Recognized","state government","NA","Class 1","Class 10","C.B.S.E."
"West","S0337","RUPSANG GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","RUPSANG BUSTY, BORBOTAY","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Mandogaon Berbotey","Rupsang Bittey Gaon","Chakhung","NA","NA","NA","NA","Urban Area","205901","28126","42","3","3","Recognized","H.R.D.D Government of Sikkim","NA","Class 1","Class 5","C.B.S.E."
"West","S0782","SADHU GOAN GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","SADHU GOAN","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chakung","Bhasmey Simkuna","Chakhung","NA","NA","NA","NA","Urban Area","NA","29952","65","12","12","Recognized","HRDD","NA","Class 1","Class 5","NA"
"West","S1073","SAINT GYANDIL ACADEMY, GELLING-SAMSING","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","SAMSING","Soreng","Salghari-zoom","Samsing","Samsing Gelling","Samsing","Chakung","9002628024","NA","NA","NA","Urban Area","NA","39486.62916666667","60","3","16","Recognized","H.R.D.DEPARTMENT","NA","Class 1","Class 5","NA"
"West","S1071","SARASWATI SISHU VIDYALAYA , NAYA BAZAR","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","NAYA BAZAR, WEST SIKKIM","Soreng","Salghari-zoom","Zoom And Naya Bazar Forest Block And Naya Bazar Nta","Zoom","Upper Zoom","Naya Bazaar","03592 257903","NA","NA","NA","Urban Area","NA","38353.62916666667","54","0","18","Recognized","H.R.D.D, GOVT. OF SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"West","S0371","SAWALI GAON GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Chumbong Government Secondary School","JHS","State Govt.","SAMSING","Soreng","Salghari-zoom","Samsing","Samsing Gelling","Samsing","Pipalay","NA","NA","NA","NA","Urban Area","205801","27395","85","8","22","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"West","S0313","SIGENG GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Chumbong Government Secondary School","JHS","State Govt.","SIGENG","Soreng","Salghari-zoom","Mabong","Mabong Segeng","Upper Segeng","Takuthang","NA","NA","NA","NA","Urban Area","206901","27395","47","0","47","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"West","S1092","SIKKIM HOMES ACADEMY","Soreng Brc","Chumbong Government Secondary School","JHS","Private (Unaided)","SULDUNG, WEST SIKKIM","Soreng","Rinchenpong","Suldung","Suldung Kamling","Suldung","Soreng","9593972682","NA","NA","NA","Urban Area","NA","38393.64236111111","34","5","29","Recognized","C.B.S.E","NA","Class 1","Class 8","NA"
"West","S0783","SIMKUNA BHASMEY GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","CHAKUNG","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chakung","Bhasmey Simkuna","Chakung","NA","NA","NA","NA","Urban Area","206801","29952.69861111111","67","6","10","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"West","S0298","SINGREP GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","SINGREP","Soreng","Soreng-chakung","Chumbung","Chumbung","Singrep","Chumbong","9593283299","NA","NA","NA","Urban Area","209801","31413","75","3","13","Recognized","NA","NA","Class 1","Class 5","NA"
"West","S1247","SIRBONG GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","KHANISIRBONG","Soreng","Rinchenpong","Chakung And Soreng Forest Block","Khaniserbong Suntaley","Shirbung","Arubotey","9647783308","NA","NA","NA","Urban Area","NA","39498","78","0","24","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"West","S0307","SISNAY GOVERNMENT PRIMARY SCHOOL(W)","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","NAYA BAZAR","Soreng","Salghari-zoom","Zoom And Naya Bazar Forest Block And Naya Bazar Nta","Zoom","Sisnay Zoom","Naya Bazaar","9609832967","NA","govindlohagon@gmail.com","NA","Urban Area","207101","31413","60","5","30","Recognized","H.R.D.D, Government of Sikkim","NA","Class 1","Class 5","C.B.S.E."
"West","S1068","SPRINGDALE ACADEMY, MABONG SIGENG","Soreng Brc","Chumbong Government Secondary School","SS","Private (Unaided)","MABONG SIGENG","Soreng","Salghari-zoom","Segeng","Mabong Segeng","Upper Segeng","Takuthang","9735087470","NA","springdaleacademy@yahoo.com","NA","Urban Area","NA","36526.62916666667","34","1","45","Recognized","HRDD DEPT. GOVT. OF SIKKIM","NA","Class 1","Class 10","C.B.S.E."
"West","S1096","SUN SHINE ACADEMY, TINZERBONG","Soreng Brc","Chumbong Government Secondary School","PS","Private (Unaided)","TINZERBONG, BOUDHA","Soreng","Rinchenpong","Tinzerbong","Suldung Kamling","Tinzerbong","Suldung","9434143868","NA","NA","NA","Urban Area","NA","39433.64236111111","33","1","25","Recognized","HUMAN RESOURCE DEVELOPMENT DEPARTMENT","NA","Class 1","Class 5","NA"
"West","S0365","SUNTALEY GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","SUNTALEY","Soreng","Rinchenpong","Khanisherbung","Khaniserbong Suntaley","Suntoley","Arubotey","NA","NA","NA","NA","Urban Area","209701","31778","48","4.5","25","Recognized","State Government","NA","Class 1","Class 5","C.B.S.E."
"West","S0526","UPPER KAMLING GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","PS","State Govt.","UPPER KAMLING","Soreng","Rinchenpong","Suldung","Suldung Kamling","Upper Kamling","Reshi","NA","NA","NA","NA","Urban Area","NA","31048.4875","24","3","50","Recognized","NA","NA","Class 1","Class 5","C.B.S.E."
"West","S0267","ZOOM GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Chumbong Government Secondary School","SS","State Govt.","ZOOM","Soreng","Salghari-zoom","Zoom And Naya Bazar Forest Block And Naya Bazar Nta","Zoom","Central Zoom","Zoom","9434407837","NA","NA","NA","Urban Area","202001","17168","50","14","14","Recognized","State Government","NA","Class 1","Class 10","C.B.S.E."
"West","S1088","ROTHAK VALLEY ACADEMY, KHANISERBONG","Soreng Brc","Khaniserbong Government Secondary School","PS","Private (Unaided)","KHANISERBONG","Soreng","Rinchenpong","Khanisherbung","Khaniserbong Suntaley","Shirbung","Arubotey","9775932141","NA","NA","NA","Urban Area","NA","39128.64275462963","60","40","16","Recognized","DIR/HRDD/NO-244","NA","Class 1","Class 5","NA"
"West","S1476","LOWER TIKPUR GOVERNMENT PRIMARY SCHOOL","Daramdin Brc","Sombaria Government Senior Secondary School","PS","State Govt.","LOWER TIKPUR","Soreng","Daramdin","Tikpur","Siktam Tikpur","Lower Tikpur","Tikpur","NA","NA","NA","NA","Urban Area","NA","42005.51527777778","10","10","10","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"West","S0300","BAJEK GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","JHS","State Govt.","BAJEK BUSTY","Soreng","Soreng-chakung","Timberbong","Timburbong","Ridang","Tharpu","9733027562","NA","NA","NA","Urban Area","NA","29952","64","2","14","Recognized","State Government","NA","Class 1","Class 8","C.B.S.E."
"West","S1217","BAL JYOTI ACADEMY, TIMBURBONG","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","TIMBURBONG","Soreng","Soreng-chakung","Tadong","Karchi Mangam","Mangder","Soreng","9733293067","NA","NA","NA","Urban Area","NA","36892.62916666667","100","4","4","Recognized","HRDD","NA","Class 1","Class 5","NA"
"West","S0278","BARAKHELEY DARA GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","BARAKHELEY","Soreng","Soreng-chakung","Singling","Singling","Khundurkey","Soreng","9434861771","NA","NA","NA","Urban Area","205701","30732","60","5","5","Recognized","State Government under H.R.D.D","NA","Class 1","Class 5","C.B.S.E."
"West","S0253","BARIAKHOP GOVERNMENT SENIOR SECONDARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","SSS","State Govt.","BARIAKHOP,W/SIKKIM","Soreng","Daramdin","Buriakhop Rumbuk","Buriakhop","Buriakhop - Rengeng","Buriakhop","9434448903","NA","NA","NA","Urban Area","NA","17899","65","1","9.5","Recognized","government/c.b.s.e","NA","Class 1","Class 12","C.B.S.E."
"West","S0286","BORBOTAY GOVERNMENT PRIMARY SCHOOL (W)","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","BORBOTAY","Soreng","Soreng-chakung","Mendo - Gaon","Mandogaon Berbotey","Borbotey","Chakung","7797883211","NA","NA","NA","Urban Area","210401","31048","0","3","3","Recognized","Sikkim Government","NA","Class 1","Class 5","C.B.S.E."
"West","S0345","CHOTA SAMDONG GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","SS","State Govt.","CHOTA SAMDONG","Soreng","Soreng-chakung","Chakung And Soreng Forest Block","Chota Samdong Suntoley","Lower Chota Samdong","Arubotey","9734056001","NA","NA","NA","Urban Area","NA","27395","60","4","20","Recognized","H.R.D.D, Government of Sikkim","NA","Class 1","Class 10","C.B.S.E."
"West","S1085","DIVYA JYOTI ENGLISH SCHOOL,8th MILE BUDANG","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","8th MILE BUDANG","Soreng","Soreng-chakung","Malbasey","Malbasey","Malbasey Budhang","Malbasey","89670907361","NA","NA","NA","Urban Area","NA","39856.62916666667","55","3","10","Not Recognized","NA","NA","Class 1","Class 5","NA"
"West","S0556","DODAK GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","SS","State Govt.","DODAK","Soreng","Daramdin","Karthok","Dodak","Middle Dodok","Buriakhop","NA","NA","dodak_westsikkim@yahoo.com/pegadinesh@yahoo.com","NA","Urban Area","NA","17899.4875","60","0","6","Recognized","STATE GOVERNMENT","NA","Class 1","Class 10","C.B.S.E."
"West","S1075","DON BOSCO SCHOOL, MALBASEY","Soreng Brc","Soreng Government Senior Secondary School","SSS","Private (Unaided)","MALBASEY","Soreng","Soreng-chakung","Soreng","Malbasey","Malbasey","Malbasey","7872095030","NA","dbmsikkim@gmail.com","www.donboscomalbasey,org","Urban Area","212201","32874.62916666667","0","0","4","Recognized","SIKKIM GOVERNMENT","NA","Class 1","Class 12","I.C.S.E."
"West","S1103","GREEN VALLEY ACADEMY , DODAK","Soreng Brc","Soreng Government Senior Secondary School","JHS","Private (Unaided)","DODAK, WEST SIKKIM","Soreng","Soreng-chakung","Soreng","Dodak","Middle Dodok","Soreng","787297639","NA","NA","NA","Urban Area","WS 500339","35476.64236111111","63","0","6","Recognized","HRDD. GOVT OF SIKKIM","NA","Class 1","Class 8","NA"
"West","S1083","GYAN JYOTI ACADEMY , BARIAKHOP","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","BARIAKHOP WEST SIKKIM","Soreng","Daramdin","Buriakhop Dodak","Buriakhop","Upper Buriakhop","Buriakhop","7872974669","NA","NA","NA","Urban Area","WS 501573","39153.62916666667","70","9","10","Recognized","EDUCATION DEPARTMENT OF SIKKIM","NA","Class 1","Class 5","C.B.S.E."
"West","S0303","GYANODAYA GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","MIDDLE SORENG","Soreng","Soreng-chakung","Soreng","Soreng","Khopikharka Pega Gaon","Soreng","9734049827","NA","NA","NA","Urban Area","206601","33656","65","3","3","Recognized","H.R.D.D (State Government)","NA","Class 1","Class 5","C.B.S.E."
"West","S1233","GYANODAYA NURSERY SCHOOL, PAKKIGAON","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","GYALSHING","Soreng","Soreng-chakung","Soreng","Karchi Mangam","Mangder","Malbasey","9647781934","NA","NA","NA","Urban Area","NA","37300.62916666667","60","15","7","Recognized","HRDD","NA","Class 1","Class 5","NA"
"West","S1218","HILLS CROWN ACADEMY, DODAK","Soreng Brc","Soreng Government Senior Secondary School","JHS","Private (Unaided)","DODAK","Soreng","Soreng-chakung","Tadong","Soreng","Khopikharka Pega Gaon","Soreng","9733068299","NA","NA","NA","Urban Area","WG 500287","33604.62916666667","63","6","6","Recognized","HRDD GOVT. OF SIKKIM","NA","Class 1","Class 8","NA"
"West","S1106","HIMALAYAN ACADEMY , SORENG","Soreng Brc","Soreng Government Senior Secondary School","SS","Private (Unaided)","SORENG BUSTY","Soreng","Soreng-chakung","Soreng","Soreng","Khopikharka Pega Gaon","Soreng","03595-253311","NA","HIMALAYANACADEMYSORENG@GMAIL.COM","NA","Urban Area","212302","30011.62916666667","0","0.5","0.5","Recognized","HRDD, GANGTOK, GOVT. OF SIKKIM","NA","Class 1","Class 10","NA"
"West","S0524","JAMBUDARA GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","SORENG BLOCK","Soreng","Soreng-chakung","Soreng","Hee","Hee Patal","Soreng","NA","NA","NA","NA","Urban Area","NA","28126","0","7","7","Recognized","STATE GOVERNMENT","NA","Class 1","Class 5","C.B.S.E."
"West","S0282","KARTHOK GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","KARTHOK BUSTY","Soreng","Soreng-chakung","Karthok","Dodak","Upper Dodok","Timberbong","NA","NA","NA","NA","Urban Area","NA","28491","65","3","6","Recognized","state government","NA","Class 1","Class 5","C.B.S.E."
"West","S1094","KEN ENGLISH MEDIUM SCHOOL, MANGSARI","Soreng Brc","Soreng Government Senior Secondary School","SS","Private (Unaided)","MANGSARI WEST SIKKIM","Soreng","Soreng-chakung","Soreng","Soreng","Mangsari","Tharpu","9733048466","NA","k_pucho@yahoo.com","NA","Urban Area","213801","35110.64236111111","100","14","14","Not Recognized","NA","NA","Class 1","Class 10","C.B.S.E."
"West","S1244","KUSHANG MEMORIAL ENGLISH SCHOOL, THARPU","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","THARPU","Soreng","Soreng-chakung","Soreng","Tharpu","Tharpu School","Tharpu","9775827193","NA","NA","NA","Urban Area","NA","39499.51666666667","80","0","12","Not Recognized","NA","NA","Class 1","Class 5","NA"
"West","S1077","LILIUM ACADEMY, SINGLING","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","SINGLING BLOCK, P.O, SORENG, W/S","Soreng","Soreng-chakung","Soreng","Singling","Singling","Soreng","9474651025","NA","NA","NA","Urban Area","NA","36892.62917824074","37","1.5","1.5","Recognized","STATE GOVT. REGD. NO. 02/S/W/200,HRDD, GOVT OF SIKKIM","NA","Class 1","Class 5","NA"
"West","S0306","LOWER TIMBURBONG GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","LOWER TIMBURBONG","Soreng","Soreng-chakung","Timberbong","Timburbong","Arubotey - Tarbari","Timberbong","NA","NA","NA","NA","Urban Area","NA","31048","53","3","7","Recognized","H.R.D.D, Government of Sikkim","NA","Class 1","Class 5","C.B.S.E."
"West","S1105","MAGNOLIA ENGLISH SCHOOL, YANGTHONG/KARTHOK","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","YANGTHONG/KARTHOK","Soreng","Soreng-chakung","Dhalam Daramdin","Dodak","Yangthang","Timberbong","9647857703","NA","NA","NA","Urban Area","NA","37316.62916666667","0","0","0","Recognized","SIKKIM HRDD","NA","Class 1","Class 5","NA"
"West","S0274","MAJUWA GOVERNMENT PRIMARY SCHOOL(WEST)","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","MAJUWA","Soreng","Soreng-chakung","Arobotey","Chota Samdong Suntoley","Mazua Tamthok","Arubotey","NA","NA","NA","NA","Urban Area","209101","31413","80","7","20","Recognized","state government","NA","Class 1","Class 5","C.B.S.E."
"West","S0338","MALBASAY GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","JHS","State Govt.","MALBASEY","Soreng","Soreng-chakung","Malbasey","Malbasey","Upper Pakkigaon","Malbasey","9434382275","NA","NA","NA","Urban Area","NA","28856","0","0","0","Recognized","State Government of Sikkim","NA","Class 1","Class 8","C.B.S.E."
"West","S0350","MALBASEY BUDANG GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","JHS","State Govt.","MALBASEY BUDANG","Soreng","Soreng-chakung","Soreng","Malbasey","Malbasey","Malbasey","7407361456","NA","NA","NA","Urban Area","NA","27760","52","4","13","Recognized","NA","NA","Class 1","Class 8","C.B.S.E."
"West","S1475","MALBASEY GOVERNMENT PRIMARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","PS","State Govt.","MALBASEY","Soreng","Soreng-chakung","Malbasey","Malbasey","Malbasey","Malbasey","NA","NA","NA","NA","Urban Area","NA","42005.51527777778","10","10","10","Recognized","HRDD","NA","Class 1","Class 5","C.B.S.E."
"West","S0341","MANGSARI GOVERNMENT JUNIOR HIGH SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","JHS","State Govt.","MANGSARI (SORENG GPU)","Soreng","Soreng-chakung","Soreng","Soreng","Mangsari","Tharpu","9775821447","NA","govtmjhs@gmail.com","NA","Urban Area","NA","30317","96","2","12","Recognized","HRDD","NA","Class 1","Class 8","C.B.S.E."
"West","S1084","MARIGOLD ACADEMY MALBASEY","Soreng Brc","Soreng Government Senior Secondary School","PS","Private (Unaided)","MALBASEY","Soreng","Soreng-chakung","Soreng","Malbasey","Malbasey","Malbasey","NA","NA","NA","NA","Urban Area","NA","36892.62916666667","0","4","4","Recognized","P.S. SUBBA R.O & A.D SORENG","NA","Class 1","Class 5","I.C.S.E."
"West","S1104","MOUNT K2 ENGLISH SCHOOL, SORENG","Soreng Brc","Soreng Government Senior Secondary School","PS","Local Body","SORENG DARA GAUN","Soreng","Soreng-chakung","Soreng","Soreng","Soreng Lungtung","Soreng","9735957631","NA","NA","NA","Urban Area","NA","38353.62916666667","55","0","0","Not Recognized","NA","NA","Class 1","Class 5","NA"
"West","S0272","PAKKIGAON GOVERNMENT SECONDARY SCHOOL","Soreng Brc","Soreng Government Senior Secondary School","SS","State Govt.","MALBASEY BLOCK PAKKIGAON","Soreng","Soreng-chakung","Soreng","Malbasey","Malbasey","Malbasey","9679916323","NA","NA","NA","Urban Area","NA","17168","43","2","7","Recognized","all india secondary school,examination","NA","Class 1","Class 10","C.B.S.E."
"West","S1101","PANCHAKANYA ENGLISH SCHOOL, SORENG","Soreng Brc","Soreng Government Senior Secondary School","JHS","Private (Unaided)","SORENG","Soreng","Soreng-chakung","Soreng","Soreng","Soreng Lungtung","Soreng","3595253231","NA","NA","NA","Urban Area","212301","34700.64236111111","70","1","1","Recognized","STATE GOVERNMENT","NA","Class 1","Class 8","I.C.S.E."
